,train_loss
1,1.879453
2,1.5753541
3,1.4859983
4,1.4449768
5,1.4217968
6,1.4020914
7,1.3904614
8,1.3779103
9,1.3761905
10,1.3664372
11,1.3674033
12,1.3668944
13,1.3502434
14,1.3465751
15,1.3339381
16,1.3474219
17,1.341577
18,1.3426787
19,1.3397042
20,1.3271314
21,1.3290999
22,1.3307816
23,1.3274977
24,1.329409
25,1.3238213
26,1.316587
27,1.3219084
28,1.3235391
29,1.3188365
30,1.3160688
31,1.3111503
32,1.317047
33,1.3181366
34,1.3068571
35,1.3096846
36,1.3134565
37,1.3070254
38,1.3083771
39,1.3134323
40,1.3056406
41,1.2998685
42,1.3018934
43,1.3008002
44,1.2996868
45,1.3006673
46,1.306997
47,1.299688
48,1.2914165
49,1.2959285
50,1.2990928
51,1.297183
52,1.303778
53,1.3025416
54,1.2959183
55,1.2973691
56,1.3024346
57,1.2972023
58,1.2957385
59,1.2916142
60,1.2974296
61,1.2891542
62,1.2828767
63,1.2789489
64,1.2821072
65,1.2800192
66,1.2726038
67,1.2799659
68,1.2777506
69,1.2780098
70,1.2822757
71,1.2720331
72,1.2721156
73,1.2707624
74,1.2777137
75,1.2697812
76,1.2709017
77,1.2704071
78,1.2713935
79,1.2757151
80,1.2728497
81,1.2692971
82,1.2724521
83,1.2712862
84,1.2709023
85,1.2711283
86,1.2688296
87,1.2714348
88,1.2722716
89,1.2773703
90,1.2723227
91,1.276677
92,1.2706677
93,1.2664646
94,1.273123
95,1.2725089
96,1.270707
97,1.2768152
98,1.2655942
99,1.2738302
100,1.2633035
