,train_loss
1,2.3033047
2,2.2990906
3,2.2906961
4,2.2653382
5,2.205436
6,2.1441448
7,2.0988402
8,2.0421803
9,1.9851377
10,1.934383
11,1.8876116
12,1.841505
13,1.8054804
14,1.7739449
15,1.7428089
16,1.7175043
17,1.7025129
18,1.6822916
19,1.6625303
20,1.65641
21,1.6369861
22,1.6232737
23,1.6066238
24,1.6070526
25,1.5895298
26,1.5699887
27,1.5702273
28,1.568482
29,1.5498339
30,1.5483347
31,1.5456512
32,1.5311621
33,1.5328312
34,1.5282824
35,1.5239276
36,1.5162667
37,1.5076942
38,1.5088193
39,1.5066961
40,1.5001129
41,1.501343
42,1.4934378
43,1.4957641
44,1.4909586
45,1.4926271
46,1.4817706
47,1.4904813
48,1.4773265
49,1.483068
50,1.4760716
51,1.4874669
52,1.4795643
53,1.4719272
54,1.4659704
55,1.462701
56,1.4626809
57,1.4666978
58,1.4619023
59,1.4625633
60,1.4582703
61,1.4613665
62,1.4615165
63,1.4547663
64,1.4452124
65,1.4570132
66,1.4462347
67,1.4533972
68,1.4604878
69,1.4568992
70,1.4575573
71,1.4573475
72,1.4514161
73,1.4550192
74,1.4572375
75,1.461532
76,1.4497887
77,1.4590975
78,1.4508222
79,1.4502401
80,1.4520794
81,1.4531076
82,1.4547365
83,1.4540104
84,1.4490209
85,1.4400938
86,1.4577868
87,1.4534252
88,1.4470041
89,1.4424961
90,1.4510788
91,1.4578625
92,1.4537288
93,1.459845
94,1.4478341
95,1.4544722
96,1.4553096
97,1.4439416
98,1.442004
99,1.4488956
100,1.4433423
