,train_loss
1,1.906641
2,1.8590372
3,1.8461294
4,1.8430315
5,1.8411583
6,1.8336977
7,1.839022
8,1.8420023
9,1.8422782
10,1.8313497
11,1.8367478
12,1.8289313
13,1.8272746
14,1.8340088
15,1.8269011
16,1.826447
17,1.8354315
18,1.8227537
19,1.8272096
20,1.8299079
21,1.8273506
22,1.8223226
23,1.8255994
24,1.8336154
25,1.8201445
26,1.8306859
27,1.8325024
28,1.835075
29,1.8297929
30,1.8276637
31,1.8377914
32,1.8326871
33,1.8273236
34,1.830244
35,1.8265046
36,1.8272244
37,1.8235893
38,1.8260698
39,1.8279142
40,1.8265477
41,1.8374314
42,1.8338367
43,1.8254845
44,1.8242521
45,1.8340539
46,1.8260041
47,1.8293827
48,1.8305448
49,1.8379817
50,1.8289077
51,1.8217479
52,1.8436229
53,1.8277372
54,1.8288426
55,1.8273638
56,1.8230888
57,1.8122352
58,1.8249196
59,1.8206509
60,1.8230269
61,1.819127
62,1.8105345
63,1.8123485
64,1.8066883
65,1.8065045
66,1.796836
67,1.8018284
68,1.7991245
69,1.8016558
70,1.7992216
71,1.8033186
72,1.7916818
73,1.7904556
74,1.7975984
75,1.7958133
76,1.7873607
77,1.7906133
78,1.7990307
79,1.7925768
80,1.7934532
81,1.7906005
82,1.7957209
83,1.7923474
84,1.7914217
85,1.7882658
86,1.7882372
87,1.7873603
88,1.7898854
89,1.7931011
90,1.793108
91,1.787959
92,1.7919443
93,1.795057
94,1.7935429
95,1.7940197
96,1.7919049
97,1.7885917
98,1.7950705
99,1.7924889
100,1.7885113
