,train_loss
1,2.292556
2,2.207724
3,2.0768776
4,1.9750855
5,1.9136541
6,1.8733696
7,1.8424581
8,1.8082073
9,1.7738616
10,1.7494353
11,1.7271466
12,1.717293
13,1.707034
14,1.707608
15,1.6941866
16,1.6796205
17,1.6830552
18,1.6707517
19,1.6697874
20,1.6551563
21,1.6627136
22,1.659348
23,1.6502273
24,1.6493511
25,1.6528244
26,1.6484069
27,1.6464592
28,1.6359348
29,1.6392709
30,1.6322352
31,1.6418349
32,1.6282629
33,1.62719
34,1.6267096
35,1.6246146
36,1.6312524
37,1.6251172
38,1.625589
39,1.6221879
40,1.6259465
41,1.6332334
42,1.6215076
43,1.6179835
44,1.6150411
45,1.6143376
46,1.6149669
47,1.6142526
48,1.6162119
49,1.610994
50,1.6100096
51,1.6157535
52,1.5994811
53,1.6102779
54,1.6116743
55,1.6126448
56,1.6079502
57,1.6064906
58,1.597898
59,1.6044664
60,1.6012088
61,1.5972406
62,1.6013305
63,1.6026531
64,1.6003456
65,1.5995975
66,1.5951813
67,1.5986811
68,1.5962362
69,1.5910752
70,1.5906463
71,1.599564
72,1.6057104
73,1.6008397
74,1.5982412
75,1.598458
76,1.5982974
77,1.5973375
78,1.5995462
79,1.596627
80,1.6016748
81,1.5871975
82,1.593018
83,1.5956442
84,1.593586
85,1.5957392
86,1.590108
87,1.5923742
88,1.5914755
89,1.5996386
90,1.5949887
91,1.6030861
92,1.5918361
93,1.5977807
94,1.5921714
95,1.5942986
96,1.6017568
97,1.5972006
98,1.5995911
99,1.5883769
100,1.5948632
