,train_loss
1,2.2995276
2,2.2549696
3,2.0726125
4,1.9001493
5,1.780435
6,1.6842816
7,1.6277177
8,1.5758631
9,1.526973
10,1.5014321
11,1.4854474
12,1.4575101
13,1.4433203
14,1.4219025
15,1.4038062
16,1.3994019
17,1.3910763
18,1.3904606
19,1.3797787
20,1.3741865
21,1.3634889
22,1.3543979
23,1.3659376
24,1.3461978
25,1.3524451
26,1.3458781
27,1.348426
28,1.3348547
29,1.3414395
30,1.3356286
31,1.3277321
32,1.3263568
33,1.3265188
34,1.3198726
35,1.3102216
36,1.314603
37,1.3208796
38,1.3032253
39,1.3096665
40,1.3143586
41,1.3000575
42,1.304788
43,1.3125821
44,1.2918994
45,1.2979386
46,1.3072224
47,1.2925082
48,1.3053304
49,1.2905798
50,1.2909878
51,1.2806388
52,1.2911198
53,1.2906966
54,1.2862234
55,1.2912575
56,1.2825276
57,1.2872498
58,1.2854694
59,1.279939
60,1.2872138
61,1.2761298
62,1.2778941
63,1.2774537
64,1.2779887
65,1.2778558
66,1.2712579
67,1.2815888
68,1.2815121
69,1.2744917
70,1.272673
71,1.2791245
72,1.2751629
73,1.2758404
74,1.2697277
75,1.2891904
76,1.2696787
77,1.271846
78,1.2705022
79,1.2806586
80,1.274966
81,1.2758887
82,1.2779241
83,1.2747774
84,1.2722203
85,1.2741188
86,1.2687612
87,1.27667
88,1.2750039
89,1.2729543
90,1.2758478
91,1.2840596
92,1.2758228
93,1.2887223
94,1.2714113
95,1.2631356
96,1.2773814
97,1.2800435
98,1.2751108
99,1.269838
100,1.2830262
