,train_loss
1,1.7162316
2,1.4920456
3,1.4490483
4,1.434696
5,1.4235069
6,1.4092944
7,1.399355
8,1.4014416
9,1.400966
10,1.3896128
11,1.3877132
12,1.3717355
13,1.3708628
14,1.373071
15,1.3836085
16,1.371396
17,1.3612901
18,1.3678092
19,1.363188
20,1.3582565
21,1.3630826
22,1.3518646
23,1.3508468
24,1.3511896
25,1.343298
26,1.3512843
27,1.3472252
28,1.3408961
29,1.3460932
30,1.345974
31,1.348745
32,1.3387171
33,1.3442248
34,1.3259834
35,1.3446578
36,1.336306
37,1.3307148
38,1.335358
39,1.3422569
40,1.3336105
41,1.3308282
42,1.3355739
43,1.3284508
44,1.3238
45,1.3404318
46,1.3364669
47,1.3460612
48,1.3282255
49,1.3264494
50,1.3268342
51,1.3303376
52,1.3338543
53,1.3204917
54,1.3177205
55,1.330826
56,1.3268782
57,1.334547
58,1.3191526
59,1.325691
60,1.3225635
61,1.311793
62,1.3094026
63,1.3110845
64,1.3000754
65,1.3101602
66,1.2998817
67,1.3063436
68,1.29643
69,1.3000842
70,1.2968003
71,1.2928544
72,1.3026655
73,1.3023629
74,1.3013723
75,1.3005694
76,1.3064305
77,1.304614
78,1.3003745
79,1.3059306
80,1.3033979
81,1.2895128
82,1.3015637
83,1.3057486
84,1.2946215
85,1.2979465
86,1.296979
87,1.2960265
88,1.3030572
89,1.3029654
90,1.3033108
91,1.3006208
92,1.2900374
93,1.2985935
94,1.2926015
95,1.2918203
96,1.2970719
97,1.3025578
98,1.3043386
99,1.2973379
100,1.2972618
