,train_loss
1,2.164151
2,1.8309047
3,1.7311128
4,1.6857065
5,1.6737089
6,1.6528139
7,1.6424426
8,1.6380755
9,1.6284561
10,1.6247655
11,1.6179563
12,1.6115556
13,1.6068811
14,1.6084266
15,1.6067061
16,1.6042609
17,1.6046089
18,1.5942683
19,1.5897868
20,1.6000546
21,1.5974015
22,1.5898324
23,1.5871853
24,1.5846933
25,1.5825369
26,1.5807183
27,1.5814884
28,1.5808046
29,1.5754224
30,1.5818307
31,1.5820795
32,1.5822169
33,1.5846508
34,1.5759447
35,1.5799611
36,1.5773029
37,1.5743848
38,1.5773641
39,1.5796949
40,1.5791963
41,1.5825087
42,1.5752275
43,1.5719436
44,1.5760316
45,1.5735527
46,1.5682362
47,1.5694474
48,1.5745914
49,1.5701413
50,1.5719647
51,1.5642225
52,1.5735897
53,1.566258
54,1.5734332
55,1.5689865
56,1.5735394
57,1.5624249
58,1.5664222
59,1.5679018
60,1.5664237
61,1.5620455
62,1.5578502
63,1.557195
64,1.5507343
65,1.5554856
66,1.5568483
67,1.5553275
68,1.5623163
69,1.553158
70,1.5596639
71,1.5597782
72,1.5525641
73,1.5524651
74,1.5544013
75,1.5544773
76,1.5515119
77,1.5478836
78,1.5612314
79,1.5627381
80,1.5645034
81,1.5556971
82,1.5517546
83,1.5513976
84,1.5503409
85,1.562745
86,1.5545415
87,1.5513841
88,1.5583519
89,1.550812
90,1.5482115
91,1.5587064
92,1.5578285
93,1.5591638
94,1.5574477
95,1.5482707
96,1.5584601
97,1.5552063
98,1.5495358
99,1.5486205
100,1.5498428
