,train_loss
1,2.1908512
2,1.8711679
3,1.729892
4,1.6584464
5,1.6089795
6,1.5745717
7,1.538623
8,1.5189141
9,1.4935317
10,1.4810039
11,1.4672376
12,1.4524236
13,1.444934
14,1.4444697
15,1.4150583
16,1.4072752
17,1.41075
18,1.3968908
19,1.3940057
20,1.3876996
21,1.3915318
22,1.3785559
23,1.3752192
24,1.3709545
25,1.3671443
26,1.3675693
27,1.3696189
28,1.35641
29,1.3565593
30,1.3538568
31,1.348135
32,1.3506097
33,1.3486471
34,1.343198
35,1.3368803
36,1.3390726
37,1.3347565
38,1.340854
39,1.3433311
40,1.3246907
41,1.3263509
42,1.3317837
43,1.3353912
44,1.3225565
45,1.3286824
46,1.3244815
47,1.3243852
48,1.3202374
49,1.3221849
50,1.3141054
51,1.3245647
52,1.3166338
53,1.3083458
54,1.3140627
55,1.307531
56,1.3065715
57,1.3051702
58,1.305131
59,1.3092952
60,1.3051714
61,1.3001605
62,1.300892
63,1.3003641
64,1.2955515
65,1.2973049
66,1.2979375
67,1.30273
68,1.2977494
69,1.295969
70,1.2920551
71,1.2964863
72,1.2967421
73,1.2874928
74,1.2856716
75,1.2893833
76,1.2965064
77,1.2911566
78,1.2937447
79,1.2855152
80,1.3010246
81,1.2946912
82,1.2915817
83,1.2932531
84,1.2962681
85,1.2922441
86,1.2901683
87,1.2763882
88,1.2859976
89,1.2914515
90,1.2946749
91,1.2928169
92,1.28708
93,1.294619
94,1.2838919
95,1.2849485
96,1.2957656
97,1.2952831
98,1.2856514
99,1.2903419
100,1.2859129
