,train_loss
1,2.049188
2,1.6867224
3,1.576469
4,1.522791
5,1.4936864
6,1.4641969
7,1.449452
8,1.4301723
9,1.4206477
10,1.4129266
11,1.3977419
12,1.4054519
13,1.3903973
14,1.3896383
15,1.3738765
16,1.372528
17,1.3684328
18,1.3641685
19,1.3563137
20,1.3558679
21,1.3562992
22,1.35142
23,1.3507183
24,1.331522
25,1.3370398
26,1.3348703
27,1.3346224
28,1.332115
29,1.3339238
30,1.3215369
31,1.3340336
32,1.3315531
33,1.3239987
34,1.3201082
35,1.3273154
36,1.322158
37,1.3110179
38,1.3244828
39,1.3192863
40,1.3267164
41,1.3216856
42,1.3109252
43,1.3240893
44,1.317716
45,1.3174275
46,1.318404
47,1.31556
48,1.3054519
49,1.304585
50,1.3039943
51,1.2987248
52,1.3154683
53,1.3067511
54,1.2939773
55,1.3108016
56,1.3167993
57,1.3089148
58,1.3043596
59,1.2910712
60,1.2983199
61,1.2937458
62,1.2925271
63,1.2940627
64,1.2904321
65,1.277236
66,1.2810851
67,1.2830209
68,1.2784029
69,1.292461
70,1.2826561
71,1.2903581
72,1.2816861
73,1.282638
74,1.274872
75,1.2810125
76,1.2796037
77,1.2764943
78,1.2843922
79,1.2810268
80,1.2853076
81,1.2769809
82,1.2815441
83,1.2855277
84,1.2824228
85,1.2865448
86,1.280694
87,1.2817072
88,1.2808425
89,1.273949
90,1.2826056
91,1.2844098
92,1.2770886
93,1.276842
94,1.2816281
95,1.2807579
96,1.2825788
97,1.2746874
98,1.2821008
99,1.2758406
100,1.2691469
