,train_loss
1,2.1875231
2,1.8796483
3,1.7513738
4,1.7030916
5,1.6814166
6,1.6622759
7,1.6575416
8,1.6417117
9,1.6312274
10,1.6334708
11,1.6221514
12,1.6196736
13,1.6171684
14,1.6151896
15,1.608757
16,1.5998118
17,1.6027021
18,1.6033833
19,1.5976206
20,1.6017917
21,1.6011137
22,1.593318
23,1.5966122
24,1.5947304
25,1.591737
26,1.5883988
27,1.5914083
28,1.5884908
29,1.5823045
30,1.5835253
31,1.5848697
32,1.5904573
33,1.5842124
34,1.5890973
35,1.5855737
36,1.5799026
37,1.5822936
38,1.5858619
39,1.5671209
40,1.5828357
41,1.5816693
42,1.5783235
43,1.5762495
44,1.5744164
45,1.5670912
46,1.5718675
47,1.5819206
48,1.5753702
49,1.5608062
50,1.5740787
51,1.5755502
52,1.5714866
53,1.5741646
54,1.5686785
55,1.5688838
56,1.5649309
57,1.570644
58,1.5760102
59,1.5661546
60,1.5668212
61,1.5649405
62,1.5613202
63,1.5635737
64,1.5590938
65,1.5609009
66,1.5637861
67,1.5675757
68,1.5668188
69,1.5618937
70,1.5578374
71,1.5582697
72,1.5589331
73,1.5603081
74,1.5537939
75,1.5624361
76,1.5540862
77,1.5546763
78,1.5575025
79,1.5564063
80,1.5563804
81,1.5557184
82,1.5541759
83,1.557897
84,1.5612408
85,1.5558221
86,1.5566337
87,1.5554031
88,1.5586481
89,1.5542685
90,1.5576687
91,1.5510786
92,1.5497923
93,1.5538379
94,1.5577533
95,1.5595244
96,1.5520313
97,1.5592412
98,1.564106
99,1.5534716
100,1.5570284
