,train_loss
1,1.9475644
2,1.8464949
3,1.8417237
4,1.8385497
5,1.8318632
6,1.8315341
7,1.834123
8,1.832319
9,1.8259808
10,1.8285673
11,1.8254664
12,1.8383408
13,1.8239154
14,1.8228959
15,1.8292013
16,1.826265
17,1.8198144
18,1.8246771
19,1.8108827
20,1.8200215
21,1.8226627
22,1.8213887
23,1.8192154
24,1.8299311
25,1.8256027
26,1.822499
27,1.8222952
28,1.8212912
29,1.8299416
30,1.819007
31,1.8194945
32,1.8151263
33,1.8216788
34,1.8166575
35,1.819372
36,1.8246894
37,1.8195509
38,1.8181627
39,1.8292922
40,1.825245
41,1.8229356
42,1.8211403
43,1.8206087
44,1.8180351
45,1.8194914
46,1.8174913
47,1.8197922
48,1.8242533
49,1.8163966
50,1.8183782
51,1.8188006
52,1.8199288
53,1.8178486
54,1.819429
55,1.8317482
56,1.8445891
57,1.8243161
58,1.8205804
59,1.8140649
60,1.8323157
61,1.8116927
62,1.8094379
63,1.8072207
64,1.8020306
65,1.8040648
66,1.7995642
67,1.8034943
68,1.795225
69,1.7936858
70,1.7934128
71,1.7905434
72,1.7913482
73,1.7915684
74,1.7925692
75,1.792185
76,1.785729
77,1.7977185
78,1.7984301
79,1.7929893
80,1.787457
81,1.7907796
82,1.794809
83,1.7907184
84,1.7828612
85,1.7905844
86,1.7894859
87,1.7852042
88,1.7887393
89,1.7890838
90,1.7923574
91,1.784874
92,1.7941055
93,1.7864124
94,1.7883868
95,1.7889276
96,1.7811471
97,1.7846651
98,1.787113
99,1.7814794
100,1.7852188
